name,subclade,BEAST-set
ADZ04828,clade-split,Y
ADZ05661,F-clade,N
ADZ05664,F-clade,N
ADZ96086,F-clade,Y
AEA10327,V-clade,N
AEA48990,V-clade,N
AEA72760,V-clade,N
AEA73775,V-clade,N
AEA73805,V-clade,N
AEA73925,V-clade,N
AEA73935,V-clade,N
AEB21349,V-clade,N
AED99968,V-clade,N
BAK23279,clade-split,Y
AEH21800,V-clade,N
AEI30087,F-clade,N
AEI30090,V-clade,N
AEI86848,V-clade,N
AEI87048,V-clade,N
BAK41893,F-clade,N
AEJ10424,V-clade,N
AEJ36306,V-clade,N
AEJ37907,V-clade,N
AEJ37947,V-clade,N
AEJ37987,V-clade,N
AEJ82915,V-clade,N
AEJ82931,V-clade,N
AEJ82934,V-clade,N
AEJ82938,V-clade,N
AEK21400,V-clade,N
AEK21470,V-clade,N
AEK85982,V-clade,N
AEK85991,V-clade,N
AEK86015,F-clade,N
AEL31705,V-clade,N
AEL89525,V-clade,N
AEL89625,V-clade,N
AEL89826,V-clade,N
AEM62773,V-clade,N
AEM92609,V-clade,N
AEM92629,V-clade,N
AEM92639,V-clade,N
ADX97029,V-clade,N
AEN55507,V-clade,N
AEN68960,V-clade,Y
AEN94821,F-clade,N
AEO19866,V-clade,N
CCD31012,V-clade,N
AEO91625,F-clade,Y
AEO91636,F-clade,N
AEO91671,F-clade,N
AEO91682,F-clade,N
AEO91717,F-clade,N
AEO91750,F-clade,Y
AEO91794,F-clade,N
AEO91816,F-clade,N
AEO91837,F-clade,N
AEO91914,F-clade,N
AEO91925,F-clade,N
AEO91958,F-clade,N
AEO91969,F-clade,N
AEQ92841,F-clade,N
AEV21645,F-clade,Y
AEW10905,V-clade,N
AEW25298,V-clade,N
AEW25360,V-clade,N
AEW25368,V-clade,N
AEW25378,V-clade,N
AEW25417,V-clade,Y
AEW25455,V-clade,N
AEW25473,V-clade,N
AEW25510,V-clade,N
AEW25574,V-clade,N
AEW25697,V-clade,N
AEX30551,V-clade,N
AEX30601,V-clade,N
AEX38469,F-clade,N
AEY75601,F-clade,N
AEY75610,F-clade,N
AEY75629,V-clade,N
AEZ01174,F-clade,N
AEZ01180,V-clade,N
AEZ02275,F-clade,N
AEZ02285,F-clade,N
AEZ02295,V-clade,N
AFB70208,V-clade,N
AFB70408,V-clade,N
AFC18402,V-clade,N
AFC36368,V-clade,N
AFD32629,F-clade,N
AFD32640,V-clade,N
AFD98475,V-clade,N
AFE02933,V-clade,N
AFE02990,V-clade,N
AFE02994,V-clade,N
AFE02999,V-clade,N
AFE11348,V-clade,N
AFE11368,V-clade,N
AFG31124,V-clade,N
AFI73448,F-clade,N
AFJ23001,V-clade,N
AFJ78925,V-clade,N
AFK14167,V-clade,N
AFK14368,V-clade,N
AFK14521,V-clade,N
AFK14546,V-clade,N
AFK14789,V-clade,N
AFK14920,V-clade,N
AFK77881,V-clade,N
AFK78032,V-clade,N
AFM73049,V-clade,N
AFM84220,F-clade,N
AFM84240,F-clade,Y
AFM84247,F-clade,Y
AFM84253,V-clade,N
AFM84260,V-clade,N
AFM84267,F-clade,N
AFM84281,F-clade,N
AFM84295,V-clade,N
AFM84302,V-clade,N
AFN17548,V-clade,N
AFN17606,V-clade,N
AFN17824,V-clade,N
AFN18040,V-clade,N
AFN18099,V-clade,N
AFN18325,V-clade,N
AFN18461,V-clade,N
AFN18840,V-clade,N
AFN18866,V-clade,N
AFN19019,V-clade,N
AFN19916,V-clade,N
AFN19984,V-clade,N
AFN69236,V-clade,N
BAM34360,V-clade,N
BAM34400,V-clade,N
AFO82784,V-clade,N
AFO83316,F-clade,Y
AFP34748,V-clade,N
AFP34806,V-clade,N
AFP34846,V-clade,N
AFP34856,V-clade,N
AFP35119,V-clade,N
AFP35199,V-clade,N
AFP35858,V-clade,N
AFP35868,V-clade,N
AFP35970,V-clade,Y
AFP36187,V-clade,N
AFP99329,V-clade,N
AFP99348,V-clade,N
AFR42714,F-clade,N
AFR68157,V-clade,N
AFR77980,F-clade,N
AFR78064,F-clade,N
AFS50180,F-clade,N
AFU09181,V-clade,N
AFU09211,V-clade,N
AFU09401,V-clade,N
AFU09421,V-clade,N
AFU09441,V-clade,N
AFU09501,V-clade,N
AFU09531,V-clade,N
AFU09688,V-clade,N
AFU92366,F-clade,N
AFX69036,V-clade,N
AFX69043,F-clade,N
AFX96762,V-clade,N
AFX96792,V-clade,N
AGA19236,V-clade,N
AGA19246,V-clade,N
AGB13052,V-clade,N
AGB13085,V-clade,N
AGB13116,V-clade,N
AGB13184,V-clade,N
AGB13334,V-clade,N
AGB13554,V-clade,N
AGB13634,V-clade,N
AGB84885,V-clade,N
AGB98462,F-clade,Y
AGB99752,F-clade,N
AGB99810,F-clade,N
AAL87892,F-clade,N
ABF17979,F-clade,N
AEA29266,F-clade,Y
AEA29270,V-clade,N
ACT68181,V-clade,N
ACT68185,V-clade,N
ACT68188,V-clade,N
ADW93957,V-clade,N
AGE83537,V-clade,N
AGE84003,V-clade,N
AGF37732,V-clade,N
AGG53178,V-clade,N
AGG53596,F-clade,Y
AGG53617,V-clade,N
AGG53631,F-clade,N
AGG53670,V-clade,N
AGG86841,V-clade,N
AGI55634,V-clade,N
AGI55660,F-clade,N
AGI52572,V-clade,N
AGI52800,V-clade,N
AGI53004,V-clade,N
AGI53053,V-clade,N
AGI53089,V-clade,N
AGI53108,V-clade,N
AGI53190,V-clade,N
AGI53290,V-clade,N
AGI53388,V-clade,N
AGI53863,V-clade,N
AGI54073,V-clade,N
AGI54281,V-clade,N
AGI55536,V-clade,N
AGI63956,V-clade,N
AGJ73163,V-clade,N
AGJ73228,V-clade,N
AGJ73255,F-clade,N
AGJ73262,F-clade,N
AGK24497,F-clade,N
AGK24509,F-clade,Y
AGK72857,V-clade,N
AGK72893,V-clade,N
AGL04715,V-clade,N
AGL51616,V-clade,N
AGL51641,V-clade,N
AGN51088,V-clade,N
AGN51143,F-clade,N
AGN51159,V-clade,N
AGN51233,F-clade,N
AGN51263,V-clade,N
AGQ88443,V-clade,N
AGQ88567,V-clade,N
AGQ88578,V-clade,N
AGQ88600,V-clade,N
AGQ88667,F-clade,Y
AGR45163,V-clade,N
AGR45174,V-clade,N
AGR49881,V-clade,N
AGR50011,V-clade,N
AGR50255,V-clade,N
AGS08998,F-clade,N
AGS41593,F-clade,N
AGS41617,F-clade,Y
AGS41649,F-clade,Y
AGS41673,F-clade,N
AGS41681,V-clade,N
AGS41823,V-clade,N
AGS41827,V-clade,Y
AGS41839,V-clade,N
AGT41733,F-clade,N
AGU69835,F-clade,N
AGU69851,V-clade,N
AGU69867,F-clade,N
AGU69997,V-clade,N
AGU92792,V-clade,N
AGV74432,V-clade,N
AGV74674,V-clade,N
AGV75070,V-clade,N
AGV75136,V-clade,N
AGV75257,V-clade,N
AGV75334,V-clade,N
AGW83240,V-clade,N
AGW83251,V-clade,N
AGW83284,V-clade,N
AGY14466,V-clade,N
AGY41992,V-clade,N
AGY42389,F-clade,N
AHA38643,V-clade,N
AHA56784,V-clade,N
AHA56894,V-clade,N
AHA56938,V-clade,N
AHA98581,F-clade,N
AHB20848,F-clade,N
AHB20884,F-clade,N
AHB20935,F-clade,N
AHB20947,F-clade,N
AHB20983,F-clade,Y
AHB21031,F-clade,N
AHB21043,F-clade,N
AHB21055,F-clade,Y
AHB21103,F-clade,N
AHB21115,F-clade,N
AHB21211,F-clade,N
AHB21235,F-clade,N
AHB21357,F-clade,N
AHB21369,F-clade,N
AHB21381,F-clade,N
AHB21417,F-clade,N
AHB21500,F-clade,N
AHB21548,F-clade,N
AHB21608,F-clade,N
AHB21680,F-clade,N
AHB21692,F-clade,N
AHB21929,F-clade,N
AHB21941,F-clade,N
AHB22049,F-clade,N
AHB22061,F-clade,N
AHB22109,F-clade,N
AHB22607,F-clade,N
AHB22619,F-clade,N
AHB22655,F-clade,N
AHB22799,F-clade,N
AHB22811,F-clade,N
AHB22871,F-clade,N
AHB22895,F-clade,N
AHB22943,F-clade,N
AHB23003,F-clade,N
AHB23027,F-clade,N
AHB23051,F-clade,N
AHB23186,F-clade,N
AHB23210,F-clade,N
AHB23803,F-clade,N
AHB24457,F-clade,N
AHB24482,F-clade,N
AHB24725,F-clade,N
AHB24769,F-clade,N
AHB24780,F-clade,N
AHB24802,F-clade,N
AHB24814,F-clade,Y
AHB24826,V-clade,N
AHB51140,F-clade,N
AHB51236,F-clade,N
AHB51260,F-clade,N
AHB51272,F-clade,N
AHB51344,F-clade,N
AHB51369,F-clade,N
AHB51476,F-clade,N
AHB51548,F-clade,N
AHB51783,F-clade,N
AHB51819,F-clade,Y
AHB51891,F-clade,N
AHB51963,F-clade,N
AHB51994,F-clade,N
AHB73645,V-clade,N
AHB73716,V-clade,N
AHC68941,V-clade,N
AHD25267,V-clade,N
AHG26491,V-clade,N
AHG54755,F-clade,N
AHG54763,F-clade,N
AHG54771,V-clade,N
AHG54798,F-clade,N
AHG54814,V-clade,N
AHI43347,F-clade,N
AHI43491,V-clade,N
AHI97839,V-clade,N
AHI97901,F-clade,N
AHI97913,V-clade,N
AHI97956,V-clade,N
AHJ58125,F-clade,N
AHJ02889,V-clade,N
AHL21288,F-clade,N
AHL80755,V-clade,N
AHL80876,V-clade,N
AHL98715,V-clade,N
AHL99383,V-clade,N
AHM24290,V-clade,Y
AHM98365,V-clade,N
AHM98431,V-clade,N
AHM98541,V-clade,N
AHM98552,V-clade,N
AHM98563,V-clade,N
AHM98618,V-clade,N
AHM98629,V-clade,N
AHM98651,V-clade,N
AHM98705,V-clade,N
AHM98738,V-clade,N
AHM98760,V-clade,N
AHX38239,F-clade,N
AHX38311,V-clade,N
AHX38381,F-clade,N
AHX38589,F-clade,N
AHX38612,F-clade,N
AHX38706,F-clade,N
AHX38811,F-clade,N
AHX39011,F-clade,N
AHY84456,V-clade,N
AHY84467,V-clade,N
AHY84489,V-clade,N
AHY84511,V-clade,N
AHY84599,V-clade,N
AHZ35973,V-clade,N
AHZ36140,V-clade,N
AHZ36184,V-clade,N
AHZ36219,V-clade,N
AHZ40170,V-clade,Y
AHZ40830,V-clade,N
AHZ65787,V-clade,N
AHZ65820,V-clade,N
CDR50090,V-clade,N
AIC64647,V-clade,N
AIC65473,V-clade,N
AIC65528,V-clade,N
AIC65539,V-clade,N
AIC65614,V-clade,N
AIC65625,V-clade,N
AIC65647,V-clade,N
AID70642,V-clade,N
AIE48673,V-clade,N
AIE48763,V-clade,N
AIE48796,V-clade,N
AIE48818,V-clade,N
AIE48973,V-clade,N
AIE49379,V-clade,N
AIE49535,F-clade,N
AIE49616,V-clade,N
AIE50026,V-clade,N
AIE50094,V-clade,N
AIE50193,V-clade,N
AIE50215,F-clade,N
AIE50248,V-clade,N
AIE50270,V-clade,N
AIE50717,V-clade,N
AIE51343,V-clade,N
AIE51627,V-clade,N
AIE51638,V-clade,N
AIE51682,V-clade,N
AIE51797,V-clade,N
AIE52013,V-clade,N
AIE52024,V-clade,N
AIE52090,V-clade,N
AIE52326,V-clade,N
AIE52327,V-clade,N
AIE52826,V-clade,N
AIE52936,V-clade,N
AIE52981,V-clade,Y
AIE53426,V-clade,N
AIG46262,V-clade,N
AII18960,V-clade,N
AII19059,V-clade,Y
AII30564,F-clade,N
AII30769,F-clade,N
AII30986,V-clade,N
AIL90190,V-clade,N
AIL93627,V-clade,N
AIL94474,V-clade,N
AIL94724,V-clade,N
AIL94758,V-clade,N
AIM55941,V-clade,N
AIM56021,V-clade,N
AIM56054,V-clade,N
AIM56076,V-clade,N
AIM56120,V-clade,N
AIM56164,V-clade,N
AIM56252,V-clade,N
AIM56263,V-clade,N
AIM56440,V-clade,N
AIM56528,V-clade,N
AIM56539,V-clade,N
AIM56550,V-clade,N
AIM56561,V-clade,N
AIM56583,V-clade,N
AIM56605,V-clade,N
AIM56649,V-clade,N
AIM56660,V-clade,N
AIM56671,V-clade,N
AIM56748,V-clade,N
AIM56825,V-clade,N
AIP92508,V-clade,N
AIP92685,V-clade,N
AIP92718,V-clade,N
AIP92762,V-clade,N
AIP92894,V-clade,N
AIP92916,V-clade,N
AIP92960,V-clade,N
AIP93037,V-clade,N
AIR93972,V-clade,N
AIT16689,V-clade,N
AIT16692,V-clade,N
AIT16806,V-clade,N
AIT16872,V-clade,N
AIT16894,V-clade,N
AIT16971,V-clade,N
AIT16982,V-clade,N
AIT16993,V-clade,N
AIT17004,V-clade,N
AIT17026,V-clade,N
AIT17092,V-clade,N
AIT38374,V-clade,N
AIT38420,V-clade,N
AIT92551,V-clade,N
AIT92579,V-clade,N
AIT92581,V-clade,N
AIV09220,V-clade,N
AIW60629,V-clade,N
AIW60637,V-clade,N
AIW60660,V-clade,N
AIW60765,V-clade,Y
AIW63340,V-clade,N
AIW63386,V-clade,N
AIX94846,F-clade,N
AIZ07552,V-clade,N
BAQ19397,V-clade,N
BAQ19427,V-clade,N
BAQ19437,V-clade,N
BAQ19467,V-clade,N
BAQ19477,V-clade,N
AJE62541,V-clade,N
AJJ99256,V-clade,N
AJJ99720,V-clade,N
AJJ99753,V-clade,N
AJJ99787,V-clade,N
AJJ99834,V-clade,N
AJJ99856,V-clade,N
AJK00002,V-clade,N
AJK00024,V-clade,N
AJK00126,V-clade,N
AJP13628,F-clade,N
AJP13800,V-clade,N
AJP15603,F-clade,N
AJP15687,F-clade,Y
AJP15717,F-clade,N
AJS18430,V-clade,N
AJS18443,V-clade,Y
BAQ58436,V-clade,N
AJY79473,F-clade,N
AJY79541,F-clade,N
AJY79552,F-clade,N
AJY79576,F-clade,Y
AJY79591,V-clade,N
AJY79693,V-clade,N
BAQ58185,V-clade,Y
AKA60539,V-clade,N
AKA63524,F-clade,N
AKA63532,F-clade,N
AKA63561,F-clade,N
AKA63586,V-clade,N
AKA63612,F-clade,N
AKA63622,V-clade,N
AKC44613,V-clade,N
AKC44773,F-clade,N
AKC45000,V-clade,N
AKC45005,V-clade,N
AKC45018,V-clade,N
AKC45032,V-clade,N
AKC45092,V-clade,N
AKC45107,V-clade,N
AKC45166,F-clade,N
AKC45184,F-clade,N
AKD00363,F-clade,N
AKD00442,F-clade,N
AKD00516,F-clade,N
AKE37212,V-clade,N
AKE37220,F-clade,N
AKE37344,F-clade,N
AKE37380,F-clade,N
AKE37393,V-clade,N
AKE37593,V-clade,N
CRI00674,V-clade,N
CRI06161,V-clade,N
AKH03148,F-clade,N
AKH03183,F-clade,N
AKH03238,V-clade,N
AKH14301,V-clade,N
CRK54880,V-clade,N
CRK76888,V-clade,N
CRK77001,V-clade,N
AKJ80697,V-clade,N
AKJ81144,V-clade,N
AKJ81479,V-clade,N
AKJ81490,V-clade,N
AKJ81615,V-clade,N
AKJ81637,V-clade,N
AKJ81863,V-clade,N
AKJ81874,V-clade,N
AKJ81897,V-clade,N
AKJ81908,V-clade,N
AKJ81930,V-clade,N
AKJ81997,V-clade,N
AKJ82030,V-clade,N
AKJ82063,V-clade,N
AKJ82452,V-clade,N
AKJ82474,V-clade,N
AKJ82496,V-clade,N
AKJ84086,F-clade,N
AKJ84100,F-clade,N
AKJ84133,F-clade,N
AKJ84145,F-clade,N
AKJ84188,V-clade,N
AKJ84194,V-clade,N
AKJ84219,F-clade,N
AKJ84227,F-clade,N
AKJ84241,F-clade,N
AKJ84305,F-clade,N
AKJ84347,F-clade,N
AKJ84369,V-clade,N
AKJ84433,F-clade,N
AKJ84445,F-clade,N
AKJ84456,F-clade,N
AKM14269,F-clade,N
AKM14290,V-clade,N
AKM14307,F-clade,N
AKM14395,F-clade,N
AKM14443,F-clade,N
AKM14475,F-clade,N
AKM14585,F-clade,N
AKM14606,F-clade,N
AKM14657,F-clade,N
AKM14663,F-clade,N
AKM14669,F-clade,N
AKM14979,V-clade,N
AKM15012,V-clade,N
CRX62393,V-clade,N
CRX62647,V-clade,N
CRX62526,V-clade,N
CRX62707,V-clade,N
CRX62708,V-clade,N
CRX62798,V-clade,N
CRX62460,V-clade,N
CRX62577,V-clade,N
AKQ10381,V-clade,N
AKQ10392,V-clade,N
AKQ10436,V-clade,N
AKQ10623,V-clade,N
AKQ10777,V-clade,N
AKQ10788,V-clade,N
AKQ10843,V-clade,N
AKQ10854,V-clade,N
AKQ10887,V-clade,N
AKQ11151,V-clade,N
AKQ11393,V-clade,N
AKQ11492,V-clade,N
AKQ11646,V-clade,N
AKQ11822,V-clade,N
AKQ11877,V-clade,N
AKQ11888,V-clade,N
AKQ11921,V-clade,N
AKQ11998,V-clade,N
AKQ12020,V-clade,N
AKQ12031,V-clade,N
AKQ12053,V-clade,N
AKQ12075,V-clade,N
AKQ12174,V-clade,N
AKQ12262,V-clade,N
AKQ12317,V-clade,N
AKQ12361,V-clade,N
AKQ12394,V-clade,N
AKQ12515,V-clade,N
AKQ12592,V-clade,N
AKQ12603,V-clade,N
AKT08544,V-clade,N
AKV57449,V-clade,N
AKV57574,V-clade,N
AKV57618,F-clade,N
ALA50446,F-clade,N
ALB08238,V-clade,N
ALD19394,F-clade,N
ALE66411,V-clade,N
ALE66418,V-clade,N
ALE66472,F-clade,N
ALE66537,V-clade,N
ALE66567,F-clade,N
ALE66592,F-clade,N
ALE66659,F-clade,N
ALE66715,V-clade,N
ALH21606,F-clade,N
ALH21638,V-clade,N
ALH26314,V-clade,N
ALH26326,V-clade,N
ALH26529,V-clade,N
ALH26687,V-clade,N
ALH26690,V-clade,N
ALH26790,V-clade,N
ALH26877,V-clade,N
ALH26904,V-clade,N
ALH42364,V-clade,N
ALJ53494,V-clade,N
ALJ53531,V-clade,N
ALJ53783,F-clade,N
ALJ54014,V-clade,N
ALJ54205,F-clade,N
ALJ54326,V-clade,N
ALQ12517,V-clade,N
ALR83437,F-clade,N
ALR83445,F-clade,N
ALT19014,F-clade,N
ALT19033,V-clade,N
ALT20066,V-clade,N
ALX27802,V-clade,N
ALX27813,V-clade,N
ALX28516,V-clade,N
ALX28524,V-clade,N
ALX28527,V-clade,N
ALX28964,V-clade,N
ALX28978,V-clade,N
ALX29737,V-clade,N
ALX30018,V-clade,N
ALX30311,V-clade,N
ALZ42996,F-clade,N
ALZ43116,F-clade,N
ALZ43128,F-clade,N
ALZ43140,F-clade,N
ALZ43164,F-clade,N
ALZ43270,F-clade,N
ALZ43620,F-clade,N
ALZ43742,F-clade,N
ALZ43836,F-clade,N
ALZ43859,F-clade,N
ALZ43918,F-clade,N
ALZ43953,F-clade,N
ALZ44046,F-clade,N
ALZ44335,F-clade,N
ALZ44392,F-clade,N
ALZ44461,F-clade,Y
ALZ44473,F-clade,N
ALZ44485,F-clade,N
ALZ44530,F-clade,Y
ALZ44552,F-clade,N
ALZ44740,V-clade,N
ALZ44751,F-clade,N
ALZ44988,F-clade,N
ALZ45429,F-clade,N
ALZ45475,F-clade,N
ALZ45498,F-clade,N
ALZ46515,V-clade,N
ALZ46526,V-clade,N
ALZ46574,F-clade,N
ALZ46653,F-clade,N
ALZ46676,F-clade,N
ALZ46687,F-clade,N
AMA11367,V-clade,N
AMA11422,V-clade,N
AMA11443,V-clade,N
AMA11476,V-clade,N
AMA11487,V-clade,N
AMA11662,V-clade,N
AMA65336,V-clade,N
AMP44552,V-clade,N
AMR58642,F-clade,N
AMR58766,F-clade,N
AMU04348,V-clade,N
AMY15762,clade-split,Y
AMY15827,clade-split,Y
AMY15898,clade-split,Y
AMY16010,clade-split,Y
AMY16031,V-clade,N
AMY16146,clade-split,Y
AMY16169,V-clade,N
AMY16220,clade-split,Y
AMY16282,clade-split,Y
ANC28500,V-clade,N
ANC28522,V-clade,N
ANE27052,V-clade,N
ANE27124,V-clade,N
ANE27179,V-clade,N
ANE27350,V-clade,N
ANE27383,V-clade,N
ANE27542,V-clade,N
ANE27551,V-clade,N
ANE27636,V-clade,N
ANE27812,V-clade,Y
ANE27911,V-clade,N
ANE27977,V-clade,N
ANE28076,V-clade,N
ANE28307,V-clade,N
ANE28538,V-clade,N
ANE28643,V-clade,N
ANE28867,V-clade,N
ANE28910,V-clade,N
ANE29291,V-clade,N
ANE29477,V-clade,N
ANE29532,V-clade,N
ANE29565,V-clade,N
ANE29587,V-clade,N
ANF07116,F-clade,N
ANJ61800,F-clade,N
ANJ77934,V-clade,N
ANJ77989,V-clade,Y
ANJ78197,V-clade,N
ANK57528,V-clade,N
ANK57558,V-clade,N
ANK57588,F-clade,N
ANK57608,F-clade,N
ANM87183,V-clade,Y
ANM87359,V-clade,N
ANM87458,V-clade,N
ANM87480,V-clade,N
ANM87524,V-clade,N
ANM87765,V-clade,N
ANM87809,V-clade,Y
ANM87896,V-clade,N
ANM87995,V-clade,N
ANM88237,V-clade,N
ANM88248,V-clade,N
ANM88270,V-clade,N
ANM88413,V-clade,N
ANM88435,V-clade,N
ANM88556,V-clade,N
ANM88666,V-clade,N
ANM88677,V-clade,N
ANM88820,V-clade,N
ANM88842,V-clade,N
ANM88919,V-clade,N
ANM89370,V-clade,N
ANM89557,V-clade,Y
ANM89744,V-clade,N
ANM89766,V-clade,Y
ANM89810,V-clade,N
ANM90338,V-clade,N
ANM90536,V-clade,N
ANM90668,V-clade,N
ANM90701,V-clade,N
ANM90712,V-clade,N
ANM90789,V-clade,N
ANM90866,V-clade,N
ANM90888,V-clade,N
ANM90976,V-clade,N
ANM91064,V-clade,N
ANM91273,V-clade,N
ANM91493,V-clade,N
ANM91801,V-clade,N
ANM91856,V-clade,N
ANM92010,V-clade,N
ANM92208,V-clade,N
ANM92351,V-clade,N
ANM92637,V-clade,N
ANM92648,V-clade,N
ANM92659,V-clade,N
ANM92681,V-clade,N
ANM92714,V-clade,N
ANM92747,V-clade,N
ANM92879,V-clade,N
ANM92934,V-clade,N
ANM93011,V-clade,N
ANM93055,V-clade,N
ANM93099,V-clade,N
ANM93187,V-clade,N
ANM93253,V-clade,N
ANM93275,V-clade,N
ANM93418,V-clade,N
ANM93484,V-clade,N
ANM93616,V-clade,N
ANM93880,V-clade,N
ANM93935,V-clade,N
ANM94408,V-clade,N
ANM94441,V-clade,N
ANM94529,V-clade,N
ANM94661,V-clade,N
ANM94694,V-clade,N
ANM94705,V-clade,Y
ANM94749,V-clade,N
ANM94760,V-clade,N
ANM94771,V-clade,Y
ANM94782,V-clade,N
ANM94804,V-clade,N
ANM94848,V-clade,N
ANM94881,V-clade,N
ANM94925,V-clade,N
ANM94947,V-clade,N
ANM95002,V-clade,N
ANM95079,V-clade,N
AOC37737,V-clade,N
AOE23009,F-clade,N
AOE23025,V-clade,N
AOE23065,F-clade,N
AOE23136,V-clade,N
AOE23169,F-clade,N
AOE23201,F-clade,N
AOG30177,V-clade,N
AOG30225,F-clade,N
AOG30233,V-clade,N
AOG30344,V-clade,N
AOG30360,V-clade,N
AOG30367,V-clade,N
AOG30434,F-clade,N
AOG30466,F-clade,N
AOG30502,F-clade,N
AOG30510,F-clade,N
AOG30525,V-clade,N
AOG30549,V-clade,N
AOO54192,V-clade,N
AOO54748,F-clade,N
AOO54764,F-clade,N
AOO54804,F-clade,N
AOO54836,V-clade,N
AOO54868,F-clade,Y
AOO54943,F-clade,N
AOT22456,F-clade,N
AOT22479,V-clade,N
AOT22503,F-clade,Y
AOT22551,F-clade,N
AOT22577,V-clade,N
AOT22591,F-clade,Y
AOT22720,V-clade,N
AOT22744,F-clade,N
AOT22760,F-clade,N
AOT87064,V-clade,N
AOT87196,V-clade,N
AOT87262,V-clade,N
AOT87416,V-clade,N
AOT87449,V-clade,N
AOT87724,V-clade,N
AOT87856,V-clade,N
AOT87911,V-clade,N
AOT88010,V-clade,N
AOT88021,V-clade,N
AOT88153,V-clade,N
AOT88164,V-clade,N
AOT88208,V-clade,N
AOT88274,V-clade,N
AOT88439,V-clade,N
AOT92074,V-clade,N
AOT92140,V-clade,N
AOT92250,V-clade,N
AOT92327,V-clade,N
AOT92470,V-clade,N
AOT92580,V-clade,N
AOT92701,V-clade,N
AOT92778,V-clade,N
AOT92811,V-clade,N
AOT92866,V-clade,N
AOT93064,V-clade,N
AOT93174,V-clade,N
AOT93185,V-clade,N
AOT93273,V-clade,N
AOT93306,V-clade,Y
AOT93669,V-clade,N
AOW44635,V-clade,N
AOW44753,V-clade,N
AOW44847,V-clade,N
AOX49521,F-clade,Y
AOX49529,V-clade,N
AOX49537,F-clade,N
AOX49545,F-clade,N
AOX49577,V-clade,N
AOX49648,V-clade,N
AOX49704,F-clade,N
AOX49720,V-clade,N
AOX49750,F-clade,N
AOX49818,F-clade,N
AOZ85632,V-clade,N
AOZ85788,V-clade,N
AOZ85840,V-clade,N
AOZ85885,V-clade,N
AOZ86009,V-clade,N
AOZ86284,V-clade,N
AOZ86405,V-clade,Y
APA16421,V-clade,N
APA16446,V-clade,N
APA16454,V-clade,N
APB88939,F-clade,N
APB89081,F-clade,N
APC57980,F-clade,N
APC58089,F-clade,N
APC59925,V-clade,N
APC58113,F-clade,N
APC58128,F-clade,N
APC58155,V-clade,N
APC58163,V-clade,N
APG56540,V-clade,N
APG56556,V-clade,N
APG56611,F-clade,N
APG56634,V-clade,N
APG56649,V-clade,N
APG56665,V-clade,N
APG56680,F-clade,N
APG56696,F-clade,Y
APG56735,V-clade,N
APO20314,V-clade,N
APO20391,V-clade,N
APO20402,V-clade,N
APO39941,F-clade,N
APO40076,F-clade,N
APO40315,F-clade,N
APP91955,V-clade,N
APP91963,F-clade,N
APP92050,F-clade,N
APT36511,V-clade,N
APT37480,V-clade,N
APT38739,V-clade,N
APT38912,V-clade,N
APW30799,F-clade,N
APW30806,F-clade,N
APW30841,V-clade,N
APW30886,V-clade,N
APW30955,F-clade,Y
APW30981,F-clade,N
APW31091,F-clade,N
APW31140,V-clade,N
APW80349,V-clade,N
APW81083,V-clade,N
AQI17391,V-clade,N
AQN74523,V-clade,N
AQN74671,V-clade,N
AQN74819,V-clade,N
AQN75002,V-clade,N
AQN75207,V-clade,N
AQN75886,F-clade,N
AQN75946,F-clade,N
AQN75956,V-clade,N
AQN75996,F-clade,Y
AQN76034,F-clade,N
AQS19311,V-clade,N
AQS19399,V-clade,N
AQS20738,V-clade,N
AQS96939,V-clade,N
AQS98014,V-clade,N
AQS98293,V-clade,N
AQT31282,F-clade,N
AQT31548,F-clade,N
AQW37381,V-clade,N
AQY15105,V-clade,N
AQY15116,V-clade,N
AQY63069,V-clade,N
AQZ41962,F-clade,N
ARB17029,V-clade,N
ARB17459,V-clade,N
ARD25569,V-clade,N
ARD25615,V-clade,Y
ARD26591,V-clade,N
ARG42353,F-clade,N
ARH16558,V-clade,N
ARH16635,V-clade,N
ARH16802,V-clade,N
ARH17207,V-clade,N
ARH17513,V-clade,N
ARH17771,V-clade,N
ARH17782,V-clade,N
ARI68460,V-clade,Y
ARI68786,V-clade,N
ARI68944,V-clade,N
ARI68965,V-clade,N
ARI69254,V-clade,N
ARI69274,V-clade,N
ARI69341,V-clade,N
ARI69536,V-clade,N
ARI69580,V-clade,N
ARI69704,V-clade,N
ARI69812,V-clade,N
ARI69818,V-clade,N
ARI69974,V-clade,N
ARI70005,V-clade,N
ARI70189,V-clade,N
ARI70236,V-clade,N
ARI70299,V-clade,N
ARI70524,F-clade,N
ARI70533,V-clade,N
ARI70543,V-clade,N
ARI70553,V-clade,N
ARI70563,F-clade,N
ARI70573,V-clade,N
ARI70641,F-clade,N
ARO43187,V-clade,N
ARO43854,V-clade,N
ARO85294,V-clade,N
ARO85645,V-clade,N
ARO85666,F-clade,N
ARQ87218,V-clade,N
ARR99021,V-clade,N
ARR99154,V-clade,N
ARS00561,V-clade,N
ART29624,V-clade,N
ART29713,F-clade,Y
ART29789,V-clade,N
ART29808,V-clade,N
ARV90021,F-clade,N
ARW80344,V-clade,N
ARW80650,V-clade,N
ARX97125,F-clade,N
ARX97213,F-clade,N
ARX97243,V-clade,N
ARX97268,V-clade,N
ARX97353,F-clade,N
